reporting_period,registrant_cik,registrant_name,series_name,series_id,series_category_name,class_name,class_id,investment_advisor,class_ticker_symbol,Subadvisor_name
31-Oct-17,798244,MFS SERIES TRUST I,MFS U.S. Government Cash Reserve Fund,S000000762,Exempt Government,529A,C000002189,MASSACHUSETTS FINANCIAL SERVICES COMPANY,MACXX,
31-Oct-17,888129,GABELLI MONEY MARKET FUNDS,THE GABELLI U.S. TREASURY MONEY MARKET FUND,S000001074,Treasury,Class AAA Shares,C000002897,"Gabelli Funds, LLC",GABXX,
31-Oct-17,888129,GABELLI MONEY MARKET FUNDS,THE GABELLI U.S. TREASURY MONEY MARKET FUND,S000001074,Treasury,Class A,C000072954,"Gabelli Funds, LLC",GBAXX,
31-Oct-17,888129,GABELLI MONEY MARKET FUNDS,THE GABELLI U.S. TREASURY MONEY MARKET FUND,S000001074,Treasury,Class C,C000072955,"Gabelli Funds, LLC",GBCXX,
31-Oct-17,774412,PLAN INVESTMENT FUND INC,Money Market Portfolio,S000001111,Prime,Money Market Portfolio,C000003006,"BlackRock Advisors, LLC",PIMXX,
31-Oct-17,774412,PLAN INVESTMENT FUND INC,Government Portfolio,S000001112,Exempt Government,Government Portfolio,C000003007,"BlackRock Advisors, LLC",PIFXX,
31-Oct-17,1131013,GuideStone Funds,MONEY MARKET FUND,S000001169,Exempt Government,Institutional,C000003124,Guidestone Capital Management,GMYXX,"BlackRock Advisors, LLC"
31-Oct-17,1131013,GuideStone Funds,MONEY MARKET FUND,S000001169,Exempt Government,Investor,C000003125,Guidestone Capital Management,GMZXX,"BlackRock Advisors, LLC"
31-Oct-17,778202,PNC FUNDS,PNC GOVERNMENT MONEY MARKET FUND,S000001185,Exempt Government,CLASS I,C000003201,"PNC Capital Advisors, LLC",PKIXX,
31-Oct-17,778202,PNC FUNDS,PNC GOVERNMENT MONEY MARKET FUND,S000001185,Exempt Government,CLASS A,C000003202,"PNC Capital Advisors, LLC",PGAXX,
31-Oct-17,778202,PNC FUNDS,PNC GOVERNMENT MONEY MARKET FUND,S000001185,Exempt Government,Advisor Class,C000160164,"PNC Capital Advisors, LLC",PAGXX,
31-Oct-17,778202,PNC FUNDS,PNC TREASURY MONEY MARKET FUND,S000001187,Treasury,CLASS I,C000003208,"PNC Capital Advisors, LLC",PDIXX,
31-Oct-17,778202,PNC FUNDS,PNC TREASURY MONEY MARKET FUND,S000001187,Treasury,CLASS A,C000003209,"PNC Capital Advisors, LLC",PRAXX,
31-Oct-17,916620,NORTHERN FUNDS,NORTHERN MONEY MARKET FUND,S000001263,Prime,NORTHERN MONEY MARKET FUND,C000003409,"Northern Trust Investments, Inc.",NORXX,
31-Oct-17,916620,NORTHERN FUNDS,NORTHERN MUNICIPAL MONEY MARKET FUND,S000001264,Other Tax Exempt,NORTHERN MUNICIPAL MONEY MARKET FUND,C000003410,"Northern Trust Investments, Inc.",NOMXX,
31-Oct-17,916620,NORTHERN FUNDS,NORTHERN U.S. GOVERNMENT MONEY MARKET FUND,S000001266,Exempt Government,NORTHERN U.S. GOVERNMENT MONEY MARKET FUND,C000003412,"Northern Trust Investments, Inc.",NOGXX,
31-Oct-17,916620,NORTHERN FUNDS,NORTHERN U.S. GOVERNMENT SELECT MONEY MARKET FUND,S000001267,Exempt Government,NORTHERN U.S. GOVERNMENT SELECT MONEY MARKET FUND,C000003413,"Northern Trust Investments, Inc.",NOSXX,
31-Oct-17,710124,NORTHERN INSTITUTIONAL FUNDS,NORTHERN INSTITUTIONAL U.S. GOVERNMENT SELECT PORTFOLIO,S000001275,Exempt Government,SHARES,C000003421,"Northern Trust Investments, Inc.",BGSXX,
31-Oct-17,710124,NORTHERN INSTITUTIONAL FUNDS,NORTHERN INSTITUTIONAL U.S. GOVERNMENT SELECT PORTFOLIO,S000001275,Exempt Government,SERVICE SHARES,C000003422,"Northern Trust Investments, Inc.",BSCXX,
31-Oct-17,710124,NORTHERN INSTITUTIONAL FUNDS,NORTHERN INSTITUTIONAL U.S. GOVERNMENT SELECT PORTFOLIO,S000001275,Exempt Government,PREMIER SHARES,C000003423,"Northern Trust Investments, Inc.",BSDXX,
31-Oct-17,710124,NORTHERN INSTITUTIONAL FUNDS,NORTHERN INSTITUTIONAL U.S. GOVERNMENT SELECT PORTFOLIO,S000001275,Exempt Government,Williams Capital Shares,C000146024,"Northern Trust Investments, Inc.",WCGXX,
31-Oct-17,710124,NORTHERN INSTITUTIONAL FUNDS,NORTHERN INSTITUTIONAL U.S. GOVERNMENT PORTFOLIO,S000001286,Exempt Government,SHARES,C000003449,"Northern Trust Investments, Inc.",BNGXX,
31-Oct-17,710124,NORTHERN INSTITUTIONAL FUNDS,NORTHERN INSTITUTIONAL U.S. GOVERNMENT PORTFOLIO,S000001286,Exempt Government,SERVICE SHARES,C000003450,"Northern Trust Investments, Inc.",BGCXX,
31-Oct-17,710124,NORTHERN INSTITUTIONAL FUNDS,NORTHERN INSTITUTIONAL U.S. GOVERNMENT PORTFOLIO,S000001286,Exempt Government,PREMIER SHARES,C000003451,"Northern Trust Investments, Inc.",BGDXX,
31-Oct-17,710124,NORTHERN INSTITUTIONAL FUNDS,NORTHERN INSTITUTIONAL PRIME OBLIGATIONS PORTFOLIO,S000001288,Prime,SHARES,C000003455,"Northern Trust Investments, Inc.",NPAXX,
31-Oct-17,710124,NORTHERN INSTITUTIONAL FUNDS,NORTHERN INSTITUTIONAL PRIME OBLIGATIONS PORTFOLIO,S000001288,Prime,SERVICE SHARES,C000003456,"Northern Trust Investments, Inc.",NPCXX,
31-Oct-17,710124,NORTHERN INSTITUTIONAL FUNDS,NORTHERN INSTITUTIONAL PRIME OBLIGATIONS PORTFOLIO,S000001288,Prime,PREMIER SHARES,C000014664,"Northern Trust Investments, Inc.",,
31-Oct-17,710124,NORTHERN INSTITUTIONAL FUNDS,NORTHERN INSTITUTIONAL PRIME OBLIGATIONS PORTFOLIO,S000001288,Prime,Williams Capital Shares,C000146025,"Northern Trust Investments, Inc.",WCPXX,
31-Oct-17,710124,NORTHERN INSTITUTIONAL FUNDS,NORTHERN INSTITUTIONAL LIQUID ASSETS PORTFOLIO,S000001289,Exempt Government,NORTHERN INSTITUTIONAL LIQUID ASSETS PORTFOLIO,C000003457,"Northern Trust Investments, Inc.",,
31-Oct-17,710124,NORTHERN INSTITUTIONAL FUNDS,NORTHERN INSTITUTIONAL GOVERNMENT ASSETS PORTFOLIO,S000001290,Exempt Government,SHARES,C000003458,"Northern Trust Investments, Inc.",BDAXX,
31-Oct-17,710124,NORTHERN INSTITUTIONAL FUNDS,NORTHERN INSTITUTIONAL GOVERNMENT ASSETS PORTFOLIO,S000001290,Exempt Government,SERVICE SHARES,C000003459,"Northern Trust Investments, Inc.",BDCXX,
31-Oct-17,710124,NORTHERN INSTITUTIONAL FUNDS,NORTHERN INSTITUTIONAL GOVERNMENT ASSETS PORTFOLIO,S000001290,Exempt Government,PREMIER SHARES,C000003460,"Northern Trust Investments, Inc.",BDDXX,
31-Oct-17,710124,NORTHERN INSTITUTIONAL FUNDS,NORTHERN INSTITUTIONAL MUNICIPAL PORTFOLIO,S000001292,Other Tax Exempt,SHARES,C000003463,"Northern Trust Investments, Inc.",NMUXX,
31-Oct-17,710124,NORTHERN INSTITUTIONAL FUNDS,NORTHERN INSTITUTIONAL MUNICIPAL PORTFOLIO,S000001292,Other Tax Exempt,SERVICE SHARES,C000003464,"Northern Trust Investments, Inc.",BMSXX,
31-Oct-17,710124,NORTHERN INSTITUTIONAL FUNDS,NORTHERN INSTITUTIONAL MUNICIPAL PORTFOLIO,S000001292,Other Tax Exempt,PREMIER SHARES,C000014665,"Northern Trust Investments, Inc.",,
31-Oct-17,811869,THRIVENT MUTUAL FUNDS,Thrivent Money Market Fund,S000001349,Exempt Government,Class A,C000003605,Thrivent Asset Management LLC,AMMXX,
31-Oct-17,811869,THRIVENT MUTUAL FUNDS,Thrivent Money Market Fund,S000001349,Exempt Government,Class S,C000003607,Thrivent Asset Management LLC,AALXX,
31-Oct-17,790166,THRIVENT SERIES FUND INC,Thrivent Money Market Portfolio,S000001440,Exempt Government,Class A,C000003847,Thrivent Financial for Lutherans,,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY TEMPFUND,S000001472,Prime,INSTITUTIONAL,C000003896,"BlackRock Advisors, LLC",TMPXX,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY TEMPFUND,S000001472,Prime,DOLLAR,C000003897,"BlackRock Advisors, LLC",TDOXX,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY TEMPFUND,S000001472,Prime,ADMINISTRATION,C000003898,"BlackRock Advisors, LLC",BTMXX,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY TEMPFUND,S000001472,Prime,CASH MANAGEMENT,C000003899,"BlackRock Advisors, LLC",BRTXX,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY TEMPFUND,S000001472,Prime,CASH RESERVE,C000003900,"BlackRock Advisors, LLC",BRRXX,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY TEMPFUND,S000001472,Prime,SELECT,C000003901,"BlackRock Advisors, LLC",BTBXX,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY TEMPFUND,S000001472,Prime,PRIVATE CLIENT,C000003903,"BlackRock Advisors, LLC",BTVXX,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY NEW YORK MONEY FUND,S000001473,Single State,INSTITUTIONAL,C000003909,"BlackRock Advisors, LLC",MUNXX,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY NEW YORK MONEY FUND,S000001473,Single State,PRIVATE CLIENT,C000003910,"BlackRock Advisors, LLC",BYPXX,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY NEW YORK MONEY FUND,S000001473,Single State,SELECT,C000003914,"BlackRock Advisors, LLC",BIBXX,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY TEMPCASH,S000001474,Prime,INSTITUTIONAL,C000003921,"BlackRock Advisors, LLC",TMCXX,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY TEMPCASH,S000001474,Prime,DOLLAR,C000003922,"BlackRock Advisors, LLC",TCDXX,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY FEDFUND,S000001475,Exempt Government,ADMINISTRATION,C000003923,"BlackRock Advisors, LLC",BLFXX,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY FEDFUND,S000001475,Exempt Government,CASH MANAGEMENT,C000003924,"BlackRock Advisors, LLC",,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY FEDFUND,S000001475,Exempt Government,INSTITUTIONAL,C000003928,"BlackRock Advisors, LLC",TFDXX,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY FEDFUND,S000001475,Exempt Government,PRIVATE CLIENT,C000003929,"BlackRock Advisors, LLC",BRPXX,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY FEDFUND,S000001475,Exempt Government,DOLLAR,C000003930,"BlackRock Advisors, LLC",TDDXX,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY FEDFUND,S000001475,Exempt Government,CASH RESERVE,C000003931,"BlackRock Advisors, LLC",BFRXX,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY FEDFUND,S000001475,Exempt Government,SELECT,C000003932,"BlackRock Advisors, LLC",BFBXX,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY T-FUND,S000001476,Exempt Government,CASH RESERVE,C000003937,"BlackRock Advisors, LLC",,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY T-FUND,S000001476,Exempt Government,INSTITUTIONAL,C000003938,"BlackRock Advisors, LLC",TSTXX,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY T-FUND,S000001476,Exempt Government,DOLLAR,C000003939,"BlackRock Advisors, LLC",TFEXX,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY T-FUND,S000001476,Exempt Government,ADMINISTRATION,C000003940,"BlackRock Advisors, LLC",BTAXX,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY T-FUND,S000001476,Exempt Government,CASH MANAGEMENT,C000003941,"BlackRock Advisors, LLC",BPTXX,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY T-FUND,S000001476,Exempt Government,SELECT,C000060557,"BlackRock Advisors, LLC",,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY FEDERAL TRUST FUND,S000001477,Exempt Government,ADMINISTRATION,C000003942,"BlackRock Advisors, LLC",,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY FEDERAL TRUST FUND,S000001477,Exempt Government,CASH MANAGEMENT,C000003943,"BlackRock Advisors, LLC",,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY FEDERAL TRUST FUND,S000001477,Exempt Government,CASH RESERVE,C000003947,"BlackRock Advisors, LLC",,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY FEDERAL TRUST FUND,S000001477,Exempt Government,INSTITUTIONAL,C000003948,"BlackRock Advisors, LLC",TFFXX,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY FEDERAL TRUST FUND,S000001477,Exempt Government,DOLLAR,C000003949,"BlackRock Advisors, LLC",TSDXX,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY TREASURY TRUST FUND,S000001478,Exempt Government,CASH RESERVE,C000003953,"BlackRock Advisors, LLC",,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY TREASURY TRUST FUND,S000001478,Exempt Government,INSTITUTIONAL,C000003954,"BlackRock Advisors, LLC",TTTXX,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY TREASURY TRUST FUND,S000001478,Exempt Government,DOLLAR,C000003955,"BlackRock Advisors, LLC",TTDXX,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY TREASURY TRUST FUND,S000001478,Exempt Government,ADMINISTRATION,C000003956,"BlackRock Advisors, LLC",BITXX,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY TREASURY TRUST FUND,S000001478,Exempt Government,CASH MANAGEMENT,C000003957,"BlackRock Advisors, LLC",BTCXX,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY TREASURY TRUST FUND,S000001478,Exempt Government,SELECT,C000060559,"BlackRock Advisors, LLC",,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY MUNIFUND,S000001479,Other Tax Exempt,INSTITUTIONAL,C000003960,"BlackRock Advisors, LLC",MFTXX,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY MUNIFUND,S000001479,Other Tax Exempt,PRIVATE CLIENT,C000003961,"BlackRock Advisors, LLC",BMPXX,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY MUNIFUND,S000001479,Other Tax Exempt,DOLLAR,C000003962,"BlackRock Advisors, LLC",MFDXX,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY MUNIFUND,S000001479,Other Tax Exempt,ADMINISTRATION,C000003963,"BlackRock Advisors, LLC",BIAXX,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY MUNIFUND,S000001479,Other Tax Exempt,CASH MANAGEMENT,C000003964,"BlackRock Advisors, LLC",BCMXX,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY MUNIFUND,S000001479,Other Tax Exempt,SELECT,C000003966,"BlackRock Advisors, LLC",BMBXX,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY MUNICASH,S000001480,Other Tax Exempt,INSTITUTIONAL,C000003974,"BlackRock Advisors, LLC",MCSXX,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY MUNICASH,S000001480,Other Tax Exempt,DOLLAR,C000003975,"BlackRock Advisors, LLC",MCDXX,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY CALIFORNIA MONEY FUND,S000001481,Single State,INSTITUTIONAL,C000003982,"BlackRock Advisors, LLC",MUCXX,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY CALIFORNIA MONEY FUND,S000001481,Single State,PRIVATE CLIENT,C000003983,"BlackRock Advisors, LLC",BCAXX,
31-Oct-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY CALIFORNIA MONEY FUND,S000001481,Single State,SELECT,C000003987,"BlackRock Advisors, LLC",BCBXX,
31-Oct-17,844779,BLACKROCK FUNDS,BLACKROCK MONEY MARKET PORTFOLIO,S000001503,Prime,INSTITUTIONAL,C000004025,"BlackRock Advisors, LLC",PNIXX,
31-Oct-17,844779,BLACKROCK FUNDS,BLACKROCK MONEY MARKET PORTFOLIO,S000001503,Prime,SERVICE,C000004026,"BlackRock Advisors, LLC",PNPXX,
31-Oct-17,844779,BLACKROCK FUNDS,BLACKROCK MONEY MARKET PORTFOLIO,S000001503,Prime,INVESTOR A,C000004027,"BlackRock Advisors, LLC",PINXX,
31-Oct-17,844779,BLACKROCK FUNDS,BLACKROCK MONEY MARKET PORTFOLIO,S000001503,Prime,INVESTOR B,C000004028,"BlackRock Advisors, LLC",CIBXX,
31-Oct-17,844779,BLACKROCK FUNDS,BLACKROCK MONEY MARKET PORTFOLIO,S000001503,Prime,INVESTOR C,C000004029,"BlackRock Advisors, LLC",BMCXX,
31-Oct-17,766351,"Advantus Series Fund, Inc.",SFT Advantus Government Money Market Fund,S000001671,Exempt Government,SFT Advantus Government Money Market Fund,C000004536,"Advantus Capital Management, Inc.",,
31-Oct-17,1121257,JNL INVESTORS SERIES TRUST,JNL GOVERNMENT MONEY MARKET FUND,S000001684,Exempt Government,JNL GOVERNMENT MONEY MARKET FUND (Institutional),C000004572,"Jackson National Asset Management, LLC",,"Wellington Management Company, LLP"
31-Oct-17,933691,JNL SERIES TRUST,JNL/WMC GOVERNMENT MONEY MARKET FUND,S000001747,Exempt Government,JNL/WMC GOVERNMENT MONEY MARKET FUND (A),C000004654,"Jackson National Asset Management, LLC",,"Wellington Management Company, LLP"
31-Oct-17,933691,JNL SERIES TRUST,JNL/WMC GOVERNMENT MONEY MARKET FUND,S000001747,Exempt Government,JNL/WMC GOVERNMENT MONEY MARKET FUND (I),C000067985,"Jackson National Asset Management, LLC",,"Wellington Management Company, LLP"
31-Oct-17,1272950,RBC FUNDS TRUST,U.S. Government Money Market Fund,S000001806,Exempt Government,RBC Institutional Class 1,C000004729,RBC Global Asset Management (U.S.) Inc.,TUGXX,
31-Oct-17,1272950,RBC FUNDS TRUST,U.S. Government Money Market Fund,S000001806,Exempt Government,RBC Institutional Class 2,C000071257,RBC Global Asset Management (U.S.) Inc.,TIMXX,
31-Oct-17,1272950,RBC FUNDS TRUST,U.S. Government Money Market Fund,S000001806,Exempt Government,RBC Select Class,C000071258,RBC Global Asset Management (U.S.) Inc.,TUSXX,
31-Oct-17,1272950,RBC FUNDS TRUST,U.S. Government Money Market Fund,S000001806,Exempt Government,RBC Reserve Class,C000071259,RBC Global Asset Management (U.S.) Inc.,TURXX,
31-Oct-17,1272950,RBC FUNDS TRUST,U.S. Government Money Market Fund,S000001806,Exempt Government,RBC Investor Class,C000071260,RBC Global Asset Management (U.S.) Inc.,TUIXX,
31-Oct-17,1096012,AMERICAN BEACON SELECT FUNDS,American Beacon U.S. Government Money Market Select Fund,S000001845,Government/Agency,U.S. Government Money Market Select Fund,C000004819,"American Beacon Advisors, Inc.",AAOXX,
31-Oct-17,813383,DREYFUS VARIABLE INVESTMENT FUND,Government Money Market Portfolio,S000001923,Exempt Government,Government Money Market Portfolio,C000005072,Dreyfus Corporation,,
31-Oct-17,814679,ADVANCED SERIES TRUST,AST GOVERNMENT MONEY MARKET PORTFOLIO,S000002007,Exempt Government,AST GOVERNMENT MONEY MARKET PORTFOLIO,C000005217,Prudential Investments LLC,,"PGIM, Inc."
31-Oct-17,1119720,STATE FARM MUTUAL FUND TRUST,State Farm Money Market Fund,S000002053,Exempt Government,State Farm Money Market Fund - Premier shares,C000005401,State Farm Investment Management Corp.,SAAXX,
31-Oct-17,1119720,STATE FARM MUTUAL FUND TRUST,State Farm Money Market Fund,S000002053,Exempt Government,State Farm Money Market Fund - Legacy Class B shares,C000005402,State Farm Investment Management Corp.,SABXX,
31-Oct-17,1119720,STATE FARM MUTUAL FUND TRUST,State Farm Money Market Fund,S000002053,Exempt Government,State Farm Money Market Fund - Institutional shares,C000005403,State Farm Investment Management Corp.,SAIXX,
31-Oct-17,1119720,STATE FARM MUTUAL FUND TRUST,State Farm Money Market Fund,S000002053,Exempt Government,State Farm Money Market Fund - Class R1 shares,C000005404,State Farm Investment Management Corp.,SFIXX,
31-Oct-17,1119720,STATE FARM MUTUAL FUND TRUST,State Farm Money Market Fund,S000002053,Exempt Government,State Farm Money Market Fund - Class R2 shares,C000005405,State Farm Investment Management Corp.,SFWXX,
31-Oct-17,1119720,STATE FARM MUTUAL FUND TRUST,State Farm Money Market Fund,S000002053,Exempt Government,State Farm Money Market Fund - Class R3 shares,C000005406,State Farm Investment Management Corp.,SFEXX,
31-Oct-17,1119720,STATE FARM MUTUAL FUND TRUST,State Farm Money Market Fund,S000002053,Exempt Government,State Farm Money Market Fund - Class A,C000034514,State Farm Investment Management Corp.,MNAXX,
31-Oct-17,1119720,STATE FARM MUTUAL FUND TRUST,State Farm Money Market Fund,S000002053,Exempt Government,State Farm Money Market Fund - Class B,C000034515,State Farm Investment Management Corp.,MNBXX,
31-Oct-17,1034633,STATE FARM VARIABLE PRODUCT TRUST,State Farm Money Market Fund,S000002059,Exempt Government,State Farm Money Market Fund,C000005414,State Farm Investment Management Corp.,,
31-Oct-17,920467,"T. ROWE PRICE FIXED INCOME SERIES, INC.",T. Rowe Price Government Money Portfolio,S000002130,Exempt Government,T. Rowe Price Government Money Portfolio,C000005522,"T. Rowe Price Associates, Inc.",,
31-Oct-17,316968,"T. ROWE PRICE GOVERNMENT MONEY FUND, INC.","T. Rowe Price Government Money Fund, Inc.",S000002140,Exempt Government,"T. Rowe Price Government Money Fund, Inc.",C000005535,"T. Rowe Price Associates, Inc.",PRRXX,
31-Oct-17,316968,"T. ROWE PRICE GOVERNMENT MONEY FUND, INC.","T. Rowe Price Government Money Fund, Inc.",S000002140,Exempt Government,T. Rowe Price Government Money Fund- I Class,C000190629,"T. Rowe Price Associates, Inc.",TTGXX,
31-Oct-17,795384,T. ROWE PRICE STATE TAX-FREE INCOME TRUST,T. Rowe Price New York Tax-Free Money Fund,S000002142,Single State,T. Rowe Price New York Tax-Free Money Fund,C000005538,"T. Rowe Price Associates, Inc.",NYTXX,
31-Oct-17,795384,T. ROWE PRICE STATE TAX-FREE INCOME TRUST,T. Rowe Price New York Tax-Free Money Fund,S000002142,Single State,T. Rowe Price New York Tax-Free Money Fund-I Class,C000193177,"T. Rowe Price Associates, Inc.",TRNXX,
31-Oct-17,795384,T. ROWE PRICE STATE TAX-FREE INCOME TRUST,T. Rowe Price Maryland Tax-Free Money Fund,S000002150,Single State,T. Rowe Price Maryland Tax-Free Money Fund,C000005546,"T. Rowe Price Associates, Inc.",TMDXX,
31-Oct-17,795384,T. ROWE PRICE STATE TAX-FREE INCOME TRUST,T. Rowe Price Maryland Tax-Free Money Fund,S000002150,Single State,T. Rowe Price Maryland Tax-Free Money Fund-I Class,C000193184,"T. Rowe Price Associates, Inc.",TWNXX,
